"Product Name","Category","Sub-Category","total_revenue","total_profit","profit_margin_pct","total_units_sold"
"Xerox 1885","Office Supplies","Paper","961","461","48.00","20"
"StarTech Printer  Wireless","Technology","Machines","5098","461","9.04","25"
"SanDisk Numeric Keypad  Erganomic","Technology","Accessories","4156","461","11.10","87"
"Wilson Jones 3-Hole Punch  Economy","Office Supplies","Binders","2435","461","18.93","103"
"Bretford CR8500 Series Meeting Room Furniture","Furniture","Tables","6777","461","6.80","21"
"Hoover Upright Vacuum With Dirt Cup","Office Supplies","Appliances","6833","460","6.74","31"
"Advantus Door Stop  Black","Furniture","Furnishings","2740","460","16.81","79"
"Sanford Highlighters  Water Color","Office Supplies","Art","1717","459","26.74","108"
"Stanley Highlighters  Fluorescent","Office Supplies","Art","1352","458","33.88","93"
"Snap-A-Way Black Print Carbonless Ruled Speed Letter  Triplicate","Office Supplies","Paper","1017","454","44.63","28"
"Stanley Pens  Blue","Office Supplies","Art","1159","452","39.00","134"
"GBC Recycled Regency Composition Covers","Office Supplies","Binders","1291","452","35.00","26"
"Kraft Mailers  with clear poly window","Office Supplies","Envelopes","1746","449","25.73","49"
"Howard Miller 11-1/2 Diameter Ridgewood Wall Clock","Furniture","Furnishings","1184","449","37.89","24"
"Eldon File Cart  Industrial","Office Supplies","Storage","12734","448","3.52","127"
"Novimex Bag Chairs  Black","Furniture","Chairs","3986","448","11.23","132"
"Bevis 36 x 72 Conference Tables","Furniture","Tables","4332","448","10.34","40"
"Hunt PowerHouse Electric Pencil Sharpener  Blue","Office Supplies","Art","1618","448","27.70","44"
"Hoover Coffee Grinder  Silver","Office Supplies","Appliances","1312","447","34.07","24"
"Konica Card Printer  White","Technology","Machines","3605","446","12.38","29"
"Acme Letter Opener  Steel","Office Supplies","Supplies","2442","445","18.24","110"
"StarTech Printer  Red","Technology","Machines","7042","445","6.32","39"
"Eaton Cards & Envelopes  Premium","Office Supplies","Paper","3016","442","14.65","79"
"SanDisk Numeric Keypad  Bluetooth","Technology","Accessories","5688","442","7.77","130"
"Nokia Headset  Full Size","Technology","Phones","3656","442","12.08","53"
"Hon Executive Leather Armchair  Black","Furniture","Chairs","29245","439","1.50","86"
"Smead Shelving  Wire Frame","Office Supplies","Storage","4352","439","10.08","125"
"Samsung Galaxy S4","Technology","Phones","6135","438","7.14","13"
"Ikea Corner Shelving  Traditional","Furniture","Bookcases","3401","437","12.85","37"
"Barricks Wood Table  Fully Assembled","Furniture","Tables","4044","437","10.81","12"
"Tenex Box  Industrial","Office Supplies","Storage","1909","435","22.77","137"
"Cameo Manila Envelope  Recycled","Office Supplies","Envelopes","1463","434","29.69","72"
"Konica Receipt Printer  Red","Technology","Machines","4474","434","9.69","46"
"Acco 3-Hole Punch  Durable","Office Supplies","Binders","3473","431","12.41","142"
"Smead Shelving  Single Width","Office Supplies","Storage","3487","431","12.35","97"
"Eldon Light Bulb  Duo Pack","Furniture","Furnishings","1430","431","30.13","75"
"Epson Calculator  Wireless","Technology","Machines","1295","431","33.29","37"
"Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning","Technology","Accessories","1400","430","30.70","21"
"netTALK DUO VoIP Telephone Service","Technology","Phones","1113","430","38.68","26"
"Tennsco Double-Tier Lockers","Office Supplies","Storage","9631","430","4.46","47"
"Hon Practical Foundations 30 x 60 Training Table  Light Gray/Charcoal","Furniture","Tables","4335","430","9.92","22"
"SanDisk Message Books  8.5 x 11","Office Supplies","Paper","1502","430","28.60","68"
"Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back","Furniture","Chairs","3990","426","10.67","32"
"Toshiba IPT2010-SD IP Telephone","Technology","Phones","3614","425","11.77","31"
"Konica Printer  Wireless","Technology","Machines","7098","425","5.99","31"
"Xerox 1914","Office Supplies","Paper","956","424","44.31","19"
"Belkin Memory Card  Bluetooth","Technology","Accessories","5522","424","7.67","66"
"Stiletto Box Cutter  Steel","Office Supplies","Supplies","2560","424","16.57","85"
"Stiletto Trimmer  Steel","Office Supplies","Supplies","2182","423","19.38","71"
"Enermax Numeric Keypad  Bluetooth","Technology","Accessories","7269","423","5.82","167"
"Stiletto Shears  Serrated","Office Supplies","Supplies","1685","422","25.05","48"
"ShoreTel ShorePhone IP 230 VoIP phone","Technology","Phones","2907","422","14.53","21"
"Acco Binder  Clear","Office Supplies","Binders","1635","422","25.82","130"
"Wilson Jones 3-Hole Punch  Clear","Office Supplies","Binders","2387","422","17.69","99"
"Tyvek Interoffice Envelopes  9 1/2 x 12 1/2  100/Box","Office Supplies","Envelopes","939","422","44.94","16"
"Hamilton Beach Toaster  White","Office Supplies","Appliances","1577","421","26.70","39"
"Breville Toaster  White","Office Supplies","Appliances","1063","420","39.55","17"
"Hon Steel Folding Chair  Set of Two","Furniture","Chairs","4554","420","9.22","87"
"Enermax Message Books  Recycled","Office Supplies","Paper","1373","420","30.58","74"
"Vtech CS6719","Technology","Phones","2630","419","15.91","32"
"Eldon Door Stop  Black","Furniture","Furnishings","3211","419","13.06","73"
"SanDisk Keyboard  Bluetooth","Technology","Accessories","3676","419","11.41","56"
"Fellowes High-Stak Drawer Files","Office Supplies","Storage","3947","419","10.63","26"
"Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room","Office Supplies","Appliances","1320","417","31.59","12"
"Dania Corner Shelving  Pine","Furniture","Bookcases","6999","417","5.96","88"
"Recycled Data-Pak for Archival Bound Computer Printouts  12-1/2 x 12-1/2 x 16","Office Supplies","Storage","1857","415","22.34","20"
"Advantus Stacking Tray  Black","Furniture","Furnishings","1545","415","26.87","76"
"Office Star Flex Back Scooter Chair with Aluminum Finish Frame","Furniture","Chairs","1947","414","21.24","20"
"GBC Therma-A-Bind 250T Electric Binding System","Office Supplies","Binders","1181","413","35.00","12"
"Kraft Interoffice Envelope  Recycled","Office Supplies","Envelopes","1894","413","21.79","50"
"LG G3","Technology","Phones","1803","412","22.83","10"
"Cameo Peel and Seal  with clear poly window","Office Supplies","Envelopes","1103","411","37.28","51"
"Maxell 4.7GB DVD-R","Technology","Accessories","1232","411","33.39","49"
"Rush Hierlooms Collection 1 Thick Stackable Bookcases","Furniture","Bookcases","2488","410","16.49","15"
"Acco Binder Covers  Recycled","Office Supplies","Binders","2036","410","20.15","176"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","Technology","Accessories","1927","409","21.21","32"
"White Dual Perf Computer Printout Paper  2700 Sheets  1 Part  Heavyweight  20 lbs.  14 7/8 x 11","Office Supplies","Paper","910","408","44.86","24"
"Memorex Memory Card  Erganomic","Technology","Accessories","6773","408","6.02","86"
"Deflect-O Photo Frame  Black","Furniture","Furnishings","2789","407","14.60","64"
"Cardinal Binder Covers  Durable","Office Supplies","Binders","1321","406","30.73","109"
"Chromcraft Computer Table  Rectangular","Furniture","Tables","1411","406","28.75","6"
"Logitech Flash Drive  Erganomic","Technology","Accessories","1099","406","36.95","50"
"Xerox 1988","Office Supplies","Paper","1103","404","36.66","41"
"Sanford Markers  Water Color","Office Supplies","Art","4123","402","9.76","179"
"Acco 7-Outlet Masterpiece Power Center  Wihtout Fax/Phone Line Protection","Office Supplies","Appliances","3040","401","13.20","31"
"Xerox 1909","Office Supplies","Paper","971","401","41.30","40"
"Enermax Flash Drive  Programmable","Technology","Accessories","2608","400","15.33","70"
"Imation Bio 8GB USB Flash Drive Imation Corp","Technology","Accessories","2660","399","15.00","16"
"Dania 3-Shelf Cabinet  Pine","Furniture","Bookcases","7485","399","5.33","70"
"Nortel Networks T7316 E Nt8 B27","Technology","Phones","1877","398","21.20","29"
"Stanley Canvas  Blue","Office Supplies","Art","5169","396","7.66","121"
"Breville Coffee Grinder  Silver","Office Supplies","Appliances","1905","394","20.68","42"
"Enermax Cards & Envelopes  8.5 x 11","Office Supplies","Paper","1850","393","21.22","51"
"Stockwell Clamps  12 Pack","Office Supplies","Fasteners","2281","393","17.23","168"
"Ativa MDM8000 8-Sheet Micro-Cut Shredder","Technology","Machines","918","393","42.84","11"
"StarTech Calculator  Red","Technology","Machines","2237","392","17.54","65"
"Memorex Keyboard  Bluetooth","Technology","Accessories","2825","392","13.87","52"
"Avery Binder  Economy","Office Supplies","Binders","1513","392","25.94","143"
"Stiletto Letter Opener  Easy Grip","Office Supplies","Supplies","2773","389","14.04","120"
"Tenex File Cart  Industrial","Office Supplies","Storage","8369","389","4.65","82"
"Stanley Pens  Easy-Erase","Office Supplies","Art","1152","389","33.73","129"
"Fellowes Strictly Business Drawer File  Letter/Legal Size","Office Supplies","Storage","4479","389","8.68","33"
"Bevis Conference Table  with Bottom Storage","Furniture","Tables","7399","388","5.24","12"
"SanDisk Parchment Paper  Multicolor","Office Supplies","Paper","1714","388","22.62","130"
"Logitech Keyboard  Programmable","Technology","Accessories","3865","387","10.02","62"
"Office Star Bag Chairs  Adjustable","Furniture","Chairs","3102","386","12.45","80"
"Apple Speaker Phone  Full Size","Technology","Phones","4535","385","8.50","49"
"Avanti 4.4 Cu. Ft. Refrigerator","Office Supplies","Appliances","3511","384","10.93","24"
"Office Star Bag Chairs  Black","Furniture","Chairs","3280","384","11.72","76"
"Geemarc AmpliPOWER60","Technology","Phones","3415","384","11.25","46"
"Apple Office Telephone  with Caller ID","Technology","Phones","3180","383","12.03","70"
"Apple Audio Dock  Cordless","Technology","Phones","4727","382","8.07","31"
"Eaton Computer Printout Paper  8.5 x 11","Office Supplies","Paper","2339","382","16.35","104"
"Green Bar Computer Printout Paper","Office Supplies","Paper","857","381","44.42","17"
"Kensington 4 Outlet MasterPiece Compact Power Control Center","Office Supplies","Appliances","2488","381","15.29","36"
"Holmes Replacement Filter for HEPA Air Cleaner  Very Large Room  HEPA Filter","Office Supplies","Appliances","1383","381","27.56","26"
"Panasonic Receipt Printer  Wireless","Technology","Machines","3469","380","10.96","31"
"Barricks Coffee Table  with Bottom Storage","Furniture","Tables","1126","380","33.74","7"
"GlobeWeis Peel and Seal  Recycled","Office Supplies","Envelopes","959","378","39.39","60"
"Fiskars Scissors  Steel","Office Supplies","Supplies","1448","378","26.11","79"
"Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","Technology","Accessories","1248","378","30.26","17"
"Plantronics Voyager Pro HD - Bluetooth Headset","Technology","Phones","1222","377","30.85","25"
"Breville Coffee Grinder  Red","Office Supplies","Appliances","1267","377","29.78","23"
"Chromcraft Computer Table  Fully Assembled","Furniture","Tables","2551","377","14.76","11"
"Howard Miller 14-1/2 Diameter Chrome Round Wall Clock","Furniture","Furnishings","1637","376","22.97","29"
"Epson Inkjet  White","Technology","Machines","4993","376","7.52","18"
"Cardinal Index Tab  Economy","Office Supplies","Binders","1174","376","32.07","169"
"Elite Letter Opener  High Speed","Office Supplies","Supplies","2107","375","17.81","112"
"Xerox 1913","Office Supplies","Paper","865","375","43.33","17"
"Acco Binder Covers  Clear","Office Supplies","Binders","1691","375","22.19","169"
"Apple Headset  with Caller ID","Technology","Phones","4864","375","7.70","82"
"Kleencut Trimmer  Easy Grip","Office Supplies","Supplies","2665","374","14.01","72"
"Harmony Air Purifier","Office Supplies","Appliances","1947","374","19.22","13"
"Tenex Box  Single Width","Office Supplies","Storage","1097","374","34.10","81"
"Jiffy Manila Envelope  Security-Tint","Office Supplies","Envelopes","1136","372","32.75","45"
"Tenex Frame  Black","Furniture","Furnishings","4652","371","7.96","53"
"Sanford Highlighters  Fluorescent","Office Supplies","Art","1160","368","31.68","86"
"Green Bar Note Cards  8.5 x 11","Office Supplies","Paper","1253","368","29.38","52"
"Deflect-O Photo Frame  Duo Pack","Furniture","Furnishings","1915","365","19.05","48"
"Belkin Flash Drive  Bluetooth","Technology","Accessories","1374","365","26.54","41"
"Acco Binder Covers  Economy","Office Supplies","Binders","1650","365","22.10","145"
"GBC Prestige Therm-A-Bind Covers","Office Supplies","Binders","1074","365","33.96","39"
"Rubbermaid Stacking Tray  Erganomic","Furniture","Furnishings","2533","365","14.40","141"
"Ames Mailers  with clear poly window","Office Supplies","Envelopes","1695","364","21.50","53"
"Bush Stackable Bookrack  Traditional","Furniture","Bookcases","6732","364","5.40","64"
"Panasonic Calculator  White","Technology","Machines","1773","363","20.47","43"
"Logitech Numeric Keypad  Bluetooth","Technology","Accessories","1834","363","19.76","47"
"Hon Metal Bookcases  Putty","Furniture","Bookcases","1320","363","27.47","19"
"Avaya IP Phone 1140E VoIP phone","Technology","Phones","1395","363","26.00","5"
"Luxo Adjustable Task Clamp Lamp","Furniture","Furnishings","1546","362","23.45","18"
"Kensington Expert Mouse Optical USB Trackball for PC or Mac","Technology","Accessories","1691","361","21.35","20"
"Star Micronics TSP800 TSP847IIU Receipt Printer","Technology","Machines","1287","360","28.00","4"
"SanDisk Memo Slips  Premium","Office Supplies","Paper","1304","360","27.64","91"
"BIC Highlighters  Easy-Erase","Office Supplies","Art","1652","360","21.79","91"
"Ames Mailers  Security-Tint","Office Supplies","Envelopes","1677","360","21.47","67"
"Stiletto Box Cutter  Serrated","Office Supplies","Supplies","1022","358","35.05","37"
"Stiletto Shears  High Speed","Office Supplies","Supplies","3284","358","10.91","82"
"Kensington Orbit Wireless Mobile Trackball for PC and Mac","Technology","Accessories","1704","358","20.99","33"
"Hewlett Personal Copier  High-Speed","Technology","Copiers","9090","357","3.93","74"
"Cameo Business Envelopes  Set of 50","Office Supplies","Envelopes","1179","356","30.17","72"
"Cardinal Binder  Economy","Office Supplies","Binders","1442","356","24.70","134"
"Enermax Cards & Envelopes  Premium","Office Supplies","Paper","2200","355","16.13","57"
"Xerox 1883","Office Supplies","Paper","881","354","40.18","37"
"Xerox 191","Office Supplies","Paper","767","354","46.17","39"
"Sanford Canvas  Easy-Erase","Office Supplies","Art","5142","354","6.88","123"
"Xerox Computer Printout Paper  Premium","Office Supplies","Paper","1044","354","33.87","52"
"Global Adaptabilities Conference Tables","Furniture","Tables","3540","354","10.00","14"
"Acco Binder  Economy","Office Supplies","Binders","2017","353","17.52","162"
"Cuisinart Toaster  Silver","Office Supplies","Appliances","1781","352","19.77","38"
"Cuisinart Coffee Grinder  Black","Office Supplies","Appliances","1364","352","25.83","43"
